"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","bug"
"L31387","Color.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/Color.java","L31384","1","0","1","0","19","45","L31281","Color.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/Color.java","L31278","1","0","19","12","0","6","505","0"
"L31388","ColorMapper.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/ColorMapper.java","L31384","1","0","3","0","7","49","L31282","ColorMapper.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/ColorMapper.java","L31278","1","0","7","8","0","6","505","0"
"L31389","DefaultColorMapping.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/DefaultColorMapping.java","L31384","6","0","3","0","51","108","L31283","DefaultColorMapping.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/DefaultColorMapping.java","L31278","6","0","51","8","0","6","505","0"
"L31390","SimpleNodeColorMapper.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/SimpleNodeColorMapper.java","L31384","1","0","2","2","25","60","L31284","SimpleNodeColorMapper.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/SimpleNodeColorMapper.java","L31278","1","0","25","9","0","6","505","0"
"L31391","SimpleRelationshipTypeColorMapper.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/SimpleRelationshipTypeColorMapper.java","L31384","1","0","2","2","23","56","L31285","SimpleRelationshipTypeColorMapper.java","community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/SimpleRelationshipTypeColorMapper.java","L31278","1","0","23","9","0","6","505","0"
"L32917","Visitor.java","community/graphviz/src/main/java/org/neo4j/walk/Visitor.java","L32916","1","0","0","5","10","35","L32811","Visitor.java","community/graphviz/src/main/java/org/neo4j/walk/Visitor.java","L32810","1","0","10","9","0","7","505","0"
"L32918","Walker.java","community/graphviz/src/main/java/org/neo4j/walk/Walker.java","L32916","7","0","0","4","59","84","L32812","Walker.java","community/graphviz/src/main/java/org/neo4j/walk/Walker.java","L32810","7","0","59","10","0","7","505","0"
"L31249","AsciidocHelperTest.java","community/graphviz/src/test/java/org/neo4j/visualization/graphviz/AsciidocHelperTest.java","L31248","1","0","0","4","41","75","L31143","AsciidocHelperTest.java","community/graphviz/src/test/java/org/neo4j/visualization/graphviz/AsciidocHelperTest.java","L31142","1","0","41","19","0","11","2472","0"
"L31250","TestGraphvizSubgraphOutput.java","community/graphviz/src/test/java/org/neo4j/visualization/graphviz/TestGraphvizSubgraphOutput.java","L31248","2","0","0","4","87","120","L31144","TestGraphvizSubgraphOutput.java","community/graphviz/src/test/java/org/neo4j/visualization/graphviz/TestGraphvizSubgraphOutput.java","L31142","2","0","87","5","0","5","505","0"
"L31251","TestNewGraphvizWriter.java","community/graphviz/src/test/java/org/neo4j/visualization/graphviz/TestNewGraphvizWriter.java","L31248","1","0","0","4","73","100","L31145","TestNewGraphvizWriter.java","community/graphviz/src/test/java/org/neo4j/visualization/graphviz/TestNewGraphvizWriter.java","L31142","1","0","73","21","0","11","2319","0"
"L32968","Description.java","community/jmx/src/main/java/org/neo4j/jmx/Description.java","L32967","1","0","1","0","13","45","L32862","Description.java","community/jmx/src/main/java/org/neo4j/jmx/Description.java","L32861","1","0","13","3","0","3","3997","0"
"L32969","JmxUtils.java","community/jmx/src/main/java/org/neo4j/jmx/JmxUtils.java","L32967","10","0","0","4","81","109","L32863","JmxUtils.java","community/jmx/src/main/java/org/neo4j/jmx/JmxUtils.java","L32861","10","0","81","21","0","10","2319","0"
"L32970","Kernel.java","community/jmx/src/main/java/org/neo4j/jmx/Kernel.java","L32967","1","0","0","9","26","57","L32864","Kernel.java","community/jmx/src/main/java/org/neo4j/jmx/Kernel.java","L32861","1","0","26","5","0","4","5350","0"
"L32971","ManagementInterface.java","community/jmx/src/main/java/org/neo4j/jmx/ManagementInterface.java","L32967","1","0","1","0","11","38","L32865","ManagementInterface.java","community/jmx/src/main/java/org/neo4j/jmx/ManagementInterface.java","L32861","1","0","11","3","0","3","3997","0"
"L32973","Primitives.java","community/jmx/src/main/java/org/neo4j/jmx/Primitives.java","L32967","1","0","0","5","15","40","L32867","Primitives.java","community/jmx/src/main/java/org/neo4j/jmx/Primitives.java","L32861","1","0","15","3","0","3","3997","0"
"L32974","StoreFile.java","community/jmx/src/main/java/org/neo4j/jmx/StoreFile.java","L32967","1","0","0","8","22","50","L32868","StoreFile.java","community/jmx/src/main/java/org/neo4j/jmx/StoreFile.java","L32861","1","0","22","1","0","1","533","0"
"L32991","ConfigurationBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/ConfigurationBean.java","L32990","21","0","0","7","174","217","L32885","ConfigurationBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/ConfigurationBean.java","L32884","21","0","174","24","0","11","828","0"
"L32992","JmxExtensionFactory.java","community/jmx/src/main/java/org/neo4j/jmx/impl/JmxExtensionFactory.java","L32990","1","0","0","6","25","52","L32886","JmxExtensionFactory.java","community/jmx/src/main/java/org/neo4j/jmx/impl/JmxExtensionFactory.java","L32884","1","0","25","3","0","3","5350","0"
"L32993","JmxKernelExtension.java","community/jmx/src/main/java/org/neo4j/jmx/impl/JmxKernelExtension.java","L32990","17","0","0","9","139","173","L32887","JmxKernelExtension.java","community/jmx/src/main/java/org/neo4j/jmx/impl/JmxKernelExtension.java","L32884","17","0","139","9","0","6","412","0"
"L32994","KernelBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/KernelBean.java","L32990","4","0","0","9","108","147","L32888","KernelBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/KernelBean.java","L32884","4","0","108","20","0","9","1296","0"
"L32995","ManagementBeanProvider.java","community/jmx/src/main/java/org/neo4j/jmx/impl/ManagementBeanProvider.java","L32990","6","0","0","2","65","96","L32889","ManagementBeanProvider.java","community/jmx/src/main/java/org/neo4j/jmx/impl/ManagementBeanProvider.java","L32884","6","0","65","14","0","8","1296","0"
"L32996","ManagementData.java","community/jmx/src/main/java/org/neo4j/jmx/impl/ManagementData.java","L32990","3","0","0","2","36","63","L32890","ManagementData.java","community/jmx/src/main/java/org/neo4j/jmx/impl/ManagementData.java","L32884","3","0","36","6","0","5","5350","0"
"L32997","ManagementSupport.java","community/jmx/src/main/java/org/neo4j/jmx/impl/ManagementSupport.java","L32990","7","0","0","3","96","149","L32891","ManagementSupport.java","community/jmx/src/main/java/org/neo4j/jmx/impl/ManagementSupport.java","L32884","7","0","96","6","0","5","5350","0"
"L32998","Neo4jMBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/Neo4jMBean.java","L32990","17","0","0","1","129","167","L32892","Neo4jMBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/Neo4jMBean.java","L32884","17","0","129","8","0","6","5350","0"
"L32999","PrimitivesBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/PrimitivesBean.java","L32990","1","0","0","2","48","78","L32893","PrimitivesBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/PrimitivesBean.java","L32884","1","0","48","15","0","9","2319","0"
"L33000","StoreFileBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/StoreFileBean.java","L32990","15","0","0","2","147","190","L32894","StoreFileBean.java","community/jmx/src/main/java/org/neo4j/jmx/impl/StoreFileBean.java","L32884","15","0","147","1","0","1","533","0"
"L32972","package-info.java","community/jmx/src/main/java/org/neo4j/jmx/package-info.java","L32967","1","0","0","0","1","24","L32866","package-info.java","community/jmx/src/main/java/org/neo4j/jmx/package-info.java","L32861","1","0","1","3","0","3","3997","0"
"L32980","DescriptionTest.java","community/jmx/src/test/java/org/neo4j/jmx/DescriptionTest.java","L32979","4","0","0","5","66","96","L32874","DescriptionTest.java","community/jmx/src/test/java/org/neo4j/jmx/DescriptionTest.java","L32873","4","0","66","11","0","7","1296","0"
"L33002","TestJmxExtension.java","community/jmx/src/test/java/org/neo4j/jmx/impl/TestJmxExtension.java","L33001","1","0","0","2","9","31","L32896","TestJmxExtension.java","community/jmx/src/test/java/org/neo4j/jmx/impl/TestJmxExtension.java","L32895","1","0","9","6","0","5","1296","0"
"L33536","ConstraintViolationException.java","community/kernel/src/main/java/org/neo4j/graphdb/ConstraintViolationException.java","L33535","1","0","1","2","12","40","L33430","ConstraintViolationException.java","community/kernel/src/main/java/org/neo4j/graphdb/ConstraintViolationException.java","L33429","1","0","12","2","0","2","5350","0"
"L33537","DatabaseShutdownException.java","community/kernel/src/main/java/org/neo4j/graphdb/DatabaseShutdownException.java","L33535","1","0","0","2","8","29","L33431","DatabaseShutdownException.java","community/kernel/src/main/java/org/neo4j/graphdb/DatabaseShutdownException.java","L33429","1","0","8","2","0","1","2472","0"
"L33538","DependencyResolver.java","community/kernel/src/main/java/org/neo4j/graphdb/DependencyResolver.java","L33535","2","0","6","1","31","96","L33432","DependencyResolver.java","community/kernel/src/main/java/org/neo4j/graphdb/DependencyResolver.java","L33429","2","0","31","14","0","6","2319","0"
"L33539","Direction.java","community/kernel/src/main/java/org/neo4j/graphdb/Direction.java","L33535","4","0","2","0","22","72","L33433","Direction.java","community/kernel/src/main/java/org/neo4j/graphdb/Direction.java","L33429","4","0","22","2","0","1","3997","0"
"L33540","DynamicLabel.java","community/kernel/src/main/java/org/neo4j/graphdb/DynamicLabel.java","L33535","2","0","2","4","33","75","L33434","DynamicLabel.java","community/kernel/src/main/java/org/neo4j/graphdb/DynamicLabel.java","L33429","2","0","33","6","0","3","5350","0"
"L33541","DynamicRelationshipType.java","community/kernel/src/main/java/org/neo4j/graphdb/DynamicRelationshipType.java","L33535","2","0","6","0","37","144","L33435","DynamicRelationshipType.java","community/kernel/src/main/java/org/neo4j/graphdb/DynamicRelationshipType.java","L33429","2","0","37","3","0","2","2472","0"
"L33542","Expander.java","community/kernel/src/main/java/org/neo4j/graphdb/Expander.java","L33535","1","0","8","0","12","87","L33436","Expander.java","community/kernel/src/main/java/org/neo4j/graphdb/Expander.java","L33429","1","0","12","13","0","8","5350","0"
"L33543","GraphDatabaseService.java","community/kernel/src/main/java/org/neo4j/graphdb/GraphDatabaseService.java","L33535","1","0","19","0","32","259","L33437","GraphDatabaseService.java","community/kernel/src/main/java/org/neo4j/graphdb/GraphDatabaseService.java","L33429","1","0","32","46","0","14","3997","0"
"L33544","InvalidTransactionTypeException.java","community/kernel/src/main/java/org/neo4j/graphdb/InvalidTransactionTypeException.java","L33535","1","0","0","2","8","29","L33438","InvalidTransactionTypeException.java","community/kernel/src/main/java/org/neo4j/graphdb/InvalidTransactionTypeException.java","L33429","1","0","8","2","0","1","2319","0"
"L33545","Label.java","community/kernel/src/main/java/org/neo4j/graphdb/Label.java","L33535","1","0","2","0","5","72","L33439","Label.java","community/kernel/src/main/java/org/neo4j/graphdb/Label.java","L33429","1","0","5","5","0","3","5350","0"
"L33546","Lock.java","community/kernel/src/main/java/org/neo4j/graphdb/Lock.java","L33535","1","0","2","0","5","43","L33440","Lock.java","community/kernel/src/main/java/org/neo4j/graphdb/Lock.java","L33429","1","0","5","2","0","2","3997","0"
"L33547","Node.java","community/kernel/src/main/java/org/neo4j/graphdb/Node.java","L33535","1","0","22","0","40","450","L33441","Node.java","community/kernel/src/main/java/org/neo4j/graphdb/Node.java","L33429","1","0","40","35","0","9","5350","0"
"L33548","NotFoundException.java","community/kernel/src/main/java/org/neo4j/graphdb/NotFoundException.java","L33535","1","0","1","4","20","60","L33442","NotFoundException.java","community/kernel/src/main/java/org/neo4j/graphdb/NotFoundException.java","L33429","1","0","20","2","0","1","3997","0"
"L33549","NotInTransactionException.java","community/kernel/src/main/java/org/neo4j/graphdb/NotInTransactionException.java","L33535","1","0","1","4","20","48","L33443","NotInTransactionException.java","community/kernel/src/main/java/org/neo4j/graphdb/NotInTransactionException.java","L33429","1","0","20","7","0","6","665","0"
"L33551","Path.java","community/kernel/src/main/java/org/neo4j/graphdb/Path.java","L33535","1","0","11","0","16","134","L33445","Path.java","community/kernel/src/main/java/org/neo4j/graphdb/Path.java","L33429","1","0","16","5","0","4","2319","0"
"L33552","PathExpander.java","community/kernel/src/main/java/org/neo4j/graphdb/PathExpander.java","L33535","1","0","3","0","7","52","L33446","PathExpander.java","community/kernel/src/main/java/org/neo4j/graphdb/PathExpander.java","L33429","1","0","7","3","0","3","2319","0"
"L33553","PathExpanderBuilder.java","community/kernel/src/main/java/org/neo4j/graphdb/PathExpanderBuilder.java","L33535","1","0","8","0","40","109","L33447","PathExpanderBuilder.java","community/kernel/src/main/java/org/neo4j/graphdb/PathExpanderBuilder.java","L33429","1","0","40","5","0","3","3997","0"
"L33554","PathExpanders.java","community/kernel/src/main/java/org/neo4j/graphdb/PathExpanders.java","L33535","3","0","7","0","70","125","L33448","PathExpanders.java","community/kernel/src/main/java/org/neo4j/graphdb/PathExpanders.java","L33429","3","0","70","7","0","4","3997","0"
"L33555","PropertyContainer.java","community/kernel/src/main/java/org/neo4j/graphdb/PropertyContainer.java","L33535","1","0","8","0","11","131","L33449","PropertyContainer.java","community/kernel/src/main/java/org/neo4j/graphdb/PropertyContainer.java","L33429","1","0","11","6","0","5","2319","0"
"L33556","Relationship.java","community/kernel/src/main/java/org/neo4j/graphdb/Relationship.java","L33535","1","0","9","0","12","171","L33450","Relationship.java","community/kernel/src/main/java/org/neo4j/graphdb/Relationship.java","L33429","1","0","12","10","0","6","828","0"
"L33557","RelationshipExpander.java","community/kernel/src/main/java/org/neo4j/graphdb/RelationshipExpander.java","L33535","1","0","3","0","6","57","L33451","RelationshipExpander.java","community/kernel/src/main/java/org/neo4j/graphdb/RelationshipExpander.java","L33429","1","0","6","8","0","5","2472","0"
"L33558","RelationshipType.java","community/kernel/src/main/java/org/neo4j/graphdb/RelationshipType.java","L33535","1","0","2","0","5","99","L33452","RelationshipType.java","community/kernel/src/main/java/org/neo4j/graphdb/RelationshipType.java","L33429","1","0","5","6","0","4","828","0"
"L33559","Resource.java","community/kernel/src/main/java/org/neo4j/graphdb/Resource.java","L33535","1","0","1","1","13","42","L33453","Resource.java","community/kernel/src/main/java/org/neo4j/graphdb/Resource.java","L33429","1","0","13","2","0","2","665","0"
"L33560","ResourceIterable.java","community/kernel/src/main/java/org/neo4j/graphdb/ResourceIterable.java","L33535","1","0","2","0","6","81","L33454","ResourceIterable.java","community/kernel/src/main/java/org/neo4j/graphdb/ResourceIterable.java","L33429","1","0","6","9","0","4","828","0"
"L33561","ResourceIterator.java","community/kernel/src/main/java/org/neo4j/graphdb/ResourceIterator.java","L33535","1","0","2","0","7","46","L33455","ResourceIterator.java","community/kernel/src/main/java/org/neo4j/graphdb/ResourceIterator.java","L33429","1","0","7","10","0","5","665","0"
"L33562","ReturnableEvaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/ReturnableEvaluator.java","L33535","1","0","2","0","22","92","L33456","ReturnableEvaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/ReturnableEvaluator.java","L33429","1","0","22","9","0","6","236","0"
"L33563","StopEvaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/StopEvaluator.java","L33535","1","0","2","0","22","101","L33457","StopEvaluator.java","community/kernel/src/main/java/org/neo4j/graphdb/StopEvaluator.java","L33429","1","0","22","9","0","6","236","0"
"L33564","Transaction.java","community/kernel/src/main/java/org/neo4j/graphdb/Transaction.java","L33535","1","0","7","0","12","177","L33458","Transaction.java","community/kernel/src/main/java/org/neo4j/graphdb/Transaction.java","L33429","1","0","12","15","0","9","533","0"
"L33565","TransactionFailureException.java","community/kernel/src/main/java/org/neo4j/graphdb/TransactionFailureException.java","L33535","1","0","1","2","12","37","L33459","TransactionFailureException.java","community/kernel/src/main/java/org/neo4j/graphdb/TransactionFailureException.java","L33429","1","0","12","2","0","1","3997","0"
"L33566","TraversalPosition.java","community/kernel/src/main/java/org/neo4j/graphdb/TraversalPosition.java","L33535","1","0","8","0","11","147","L33460","TraversalPosition.java","community/kernel/src/main/java/org/neo4j/graphdb/TraversalPosition.java","L33429","1","0","11","3","0","2","236","0"
"L33567","Traverser.java","community/kernel/src/main/java/org/neo4j/graphdb/Traverser.java","L33535","1","0","5","0","15","157","L33461","Traverser.java","community/kernel/src/main/java/org/neo4j/graphdb/Traverser.java","L33429","1","0","15","16","0","9","224","0"
"L33624","Setting.java","community/kernel/src/main/java/org/neo4j/graphdb/config/Setting.java","L33622","1","0","3","0","8","50","L33518","Setting.java","community/kernel/src/main/java/org/neo4j/graphdb/config/Setting.java","L33516","1","0","8","5","0","5","1296","0"
"L33623","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/config/package-info.java","L33622","1","0","0","0","1","24","L33517","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/config/package-info.java","L33516","1","0","1","3","0","2","533","0"
"L33729","ErrorState.java","community/kernel/src/main/java/org/neo4j/graphdb/event/ErrorState.java","L33728","1","0","1","0","6","43","L33623","ErrorState.java","community/kernel/src/main/java/org/neo4j/graphdb/event/ErrorState.java","L33622","1","0","6","10","0","6","5350","0"
"L33730","KernelEventHandler.java","community/kernel/src/main/java/org/neo4j/graphdb/event/KernelEventHandler.java","L33728","1","0","6","0","15","103","L33624","KernelEventHandler.java","community/kernel/src/main/java/org/neo4j/graphdb/event/KernelEventHandler.java","L33622","1","0","15","2","0","1","3997","0"
"L33732","PropertyEntry.java","community/kernel/src/main/java/org/neo4j/graphdb/event/PropertyEntry.java","L33728","1","0","5","0","11","97","L33626","PropertyEntry.java","community/kernel/src/main/java/org/neo4j/graphdb/event/PropertyEntry.java","L33622","1","0","11","2","0","1","3997","0"
"L33733","TransactionData.java","community/kernel/src/main/java/org/neo4j/graphdb/event/TransactionData.java","L33728","1","0","11","0","16","147","L33627","TransactionData.java","community/kernel/src/main/java/org/neo4j/graphdb/event/TransactionData.java","L33622","1","0","16","4","0","3","5350","0"
"L33734","TransactionEventHandler.java","community/kernel/src/main/java/org/neo4j/graphdb/event/TransactionEventHandler.java","L33728","1","0","5","3","26","135","L33628","TransactionEventHandler.java","community/kernel/src/main/java/org/neo4j/graphdb/event/TransactionEventHandler.java","L33622","1","0","26","8","0","5","533","0"
"L33731","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/event/package-info.java","L33728","1","0","0","0","1","24","L33625","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/event/package-info.java","L33622","1","0","1","2","0","1","3997","0"
"L33899","Description.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/Description.java","L33898","1","0","1","0","11","38","L33793","Description.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/Description.java","L33792","1","0","11","8","0","6","1296","0"
"L33900","GraphDatabaseBuilder.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseBuilder.java","L33898","7","0","7","11","154","255","L33794","GraphDatabaseBuilder.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseBuilder.java","L33792","7","0","154","29","0","9","1296","0"
"L33901","GraphDatabaseFactory.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseFactory.java","L33898","2","0","8","4","104","173","L33795","GraphDatabaseFactory.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseFactory.java","L33792","2","0","104","45","0","16","5350","0"
"L33902","GraphDatabaseFactoryState.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseFactoryState.java","L33898","5","0","0","12","92","127","L33796","GraphDatabaseFactoryState.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseFactoryState.java","L33792","5","0","92","7","0","5","5350","0"
"L33903","GraphDatabaseSettings.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseSettings.java","L33898","4","0","1","0","185","270","L33797","GraphDatabaseSettings.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseSettings.java","L33792","4","0","185","123","0","18","5350","0"
"L33904","GraphDatabaseSettingsResourceBundle.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseSettingsResourceBundle.java","L33898","1","0","1","1","9","33","L33798","GraphDatabaseSettingsResourceBundle.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseSettingsResourceBundle.java","L33792","1","0","9","14","0","6","1296","0"
"L33906","SettingsResourceBundle.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/SettingsResourceBundle.java","L33898","16","0","1","3","123","168","L33800","SettingsResourceBundle.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/SettingsResourceBundle.java","L33792","16","0","123","11","0","9","2472","0"
"L33905","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/package-info.java","L33898","1","0","0","0","1","24","L33799","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/factory/package-info.java","L33792","1","0","1","3","0","2","533","0"
"L34348","AutoIndexer.java","community/kernel/src/main/java/org/neo4j/graphdb/index/AutoIndexer.java","L34347","1","0","7","0","12","93","L34237","AutoIndexer.java","community/kernel/src/main/java/org/neo4j/graphdb/index/AutoIndexer.java","L34236","1","0","12","16","0","7","505","0"
"L34349","Index.java","community/kernel/src/main/java/org/neo4j/graphdb/index/Index.java","L34347","1","0","7","0","13","126","L34238","Index.java","community/kernel/src/main/java/org/neo4j/graphdb/index/Index.java","L34236","1","0","13","14","0","6","5350","0"
"L34350","IndexHits.java","community/kernel/src/main/java/org/neo4j/graphdb/index/IndexHits.java","L34347","1","0","5","0","15","109","L34239","IndexHits.java","community/kernel/src/main/java/org/neo4j/graphdb/index/IndexHits.java","L34236","1","0","15","9","0","5","533","0"
"L34351","IndexImplementation.java","community/kernel/src/main/java/org/neo4j/graphdb/index/IndexImplementation.java","L34347","1","0","5","1","13","91","L34240","IndexImplementation.java","community/kernel/src/main/java/org/neo4j/graphdb/index/IndexImplementation.java","L34236","1","0","13","7","0","5","1634","0"
"L34352","IndexManager.java","community/kernel/src/main/java/org/neo4j/graphdb/index/IndexManager.java","L34347","1","0","12","2","24","196","L34241","IndexManager.java","community/kernel/src/main/java/org/neo4j/graphdb/index/IndexManager.java","L34236","1","0","24","16","0","7","1636","0"
"L34353","IndexProviders.java","community/kernel/src/main/java/org/neo4j/graphdb/index/IndexProviders.java","L34347","1","0","1","2","6","32","L34242","IndexProviders.java","community/kernel/src/main/java/org/neo4j/graphdb/index/IndexProviders.java","L34236","1","0","6","1","0","1","1296","0"
"L34355","ReadableIndex.java","community/kernel/src/main/java/org/neo4j/graphdb/index/ReadableIndex.java","L34347","1","0","8","0","13","96","L34244","ReadableIndex.java","community/kernel/src/main/java/org/neo4j/graphdb/index/ReadableIndex.java","L34236","1","0","13","7","0","5","505","0"
"L34356","ReadableRelationshipIndex.java","community/kernel/src/main/java/org/neo4j/graphdb/index/ReadableRelationshipIndex.java","L34347","1","0","4","0","12","89","L34245","ReadableRelationshipIndex.java","community/kernel/src/main/java/org/neo4j/graphdb/index/ReadableRelationshipIndex.java","L34236","1","0","12","6","0","5","1636","0"
"L34357","RelationshipAutoIndexer.java","community/kernel/src/main/java/org/neo4j/graphdb/index/RelationshipAutoIndexer.java","L34347","1","0","0","2","6","28","L34246","RelationshipAutoIndexer.java","community/kernel/src/main/java/org/neo4j/graphdb/index/RelationshipAutoIndexer.java","L34236","1","0","6","3","0","3","1636","0"
"L34358","RelationshipIndex.java","community/kernel/src/main/java/org/neo4j/graphdb/index/RelationshipIndex.java","L34347","1","0","1","0","6","33","L34247","RelationshipIndex.java","community/kernel/src/main/java/org/neo4j/graphdb/index/RelationshipIndex.java","L34236","1","0","6","4","0","3","2319","0"
"L34359","UniqueFactory.java","community/kernel/src/main/java/org/neo4j/graphdb/index/UniqueFactory.java","L34347","3","0","9","3","116","280","L34248","UniqueFactory.java","community/kernel/src/main/java/org/neo4j/graphdb/index/UniqueFactory.java","L34236","3","0","116","22","0","9","2319","0"
"L34354","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/index/package-info.java","L34347","1","0","0","0","1","28","L34243","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/index/package-info.java","L34236","1","0","1","2","0","1","3997","0"
"L33550","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/package-info.java","L33535","1","0","0","0","1","25","L33444","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/package-info.java","L33429","1","0","1","5","0","2","533","0"
"L34938","ConstraintCreator.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/ConstraintCreator.java","L34937","1","0","3","0","8","58","L34826","ConstraintCreator.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/ConstraintCreator.java","L34825","1","0","8","8","0","5","224","0"
"L34939","ConstraintDefinition.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/ConstraintDefinition.java","L34937","1","0","6","0","10","55","L34827","ConstraintDefinition.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/ConstraintDefinition.java","L34825","1","0","10","6","0","5","224","0"
"L34940","ConstraintType.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/ConstraintType.java","L34937","1","0","1","0","6","30","L34828","ConstraintType.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/ConstraintType.java","L34825","1","0","6","9","0","4","2319","0"
"L34941","IndexCreator.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/IndexCreator.java","L34937","1","0","3","0","9","57","L34829","IndexCreator.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/IndexCreator.java","L34825","1","0","9","1","0","1","5350","0"
"L34942","IndexDefinition.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/IndexDefinition.java","L34937","1","0","5","0","10","54","L34830","IndexDefinition.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/IndexDefinition.java","L34825","1","0","10","10","0","5","5350","0"
"L34944","Schema.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/Schema.java","L34937","1","0","12","0","24","148","L34832","Schema.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/Schema.java","L34825","1","0","24","28","0","6","2319","0"
"L34943","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/package-info.java","L34937","1","0","0","0","1","29","L34831","package-info.java","community/kernel/src/main/java/org/neo4j/graphdb/schema/package-info.java","L34825","1","0","1","1","0","1","533","0"
"L35048","AbstractUniquenessFilter.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/AbstractUniquenessFilter.java","L35047","2","0","0","0","13","36","L34936","AbstractUniquenessFilter.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/AbstractUniquenessFilter.java","L34935","2","0","13","2","0","2","5350","0"
"L35049","BidirectionalTraversalDescription.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BidirectionalTraversalDescription.java","L35047","1","0","11","0","16","161","L34937","BidirectionalTraversalDescription.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BidirectionalTraversalDescription.java","L34935","1","0","16","6","0","4","5350","0"
"L35050","BidirectionalUniquenessFilter.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BidirectionalUniquenessFilter.java","L35047","1","0","1","1","5","35","L34938","BidirectionalUniquenessFilter.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BidirectionalUniquenessFilter.java","L34935","1","0","5","3","0","3","2472","0"
"L35051","BranchCollisionDetector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchCollisionDetector.java","L35047","1","0","2","0","7","52","L34939","BranchCollisionDetector.java","community/kernel/src/main/java/org/neo4j/graphdb/traversal/BranchCollisionDetector.java","L34935","1","0","7","3","0","3","2319","0"
